3,chitsu,^膣|膣$
3,spin,こおり(.*)回(.+)
5,knzk,(神[埼崎]|うりずん|100db)(.*)と[言い]えば|100db(.*)うるさい|こおり(.*)(神[埼崎]|うりずん)|神[埼崎](.*)許|うりずん(.*)中の人
3,bab_work,仕事(.*)(終わった|疲れた|頑張ってきた|終了)
6,可愛い,こおり(.*)(可愛い|かわいい)
3,ぴゅっ,こおり(.*)(ぴゅっぴゅ|びゅっびゅ|[ぴび]ゅる+)
3,といれ,こおり(.*)(おしっこ|といれ|トイレ|うん[ちこぽ]|小便|放尿)
